id,No,No2,登録番号,社名,代表者名1,本店支店,住所,URL,免許証番号,法人個人の別,免許の有効期間,最初の免許年月日,称号・名称,代表者名2,電話番号,加入している協会,資本金,業種1,業種2,業種3,業種4,事務所名称,事務所の区分,設置年月日,所在地,TEL
152113,386,沖縄県,(06)第003093号,株式会社　ミルコ,新垣　明則,本店,沖縄県那覇市松尾一丁目１９番２７号　ミルコ那覇ビル７０１,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47003093,沖縄県知事免許　(05)第003093号,法人,H28年06月29日からR03年06月28日まで,H08年06月28日,株式会社ミルコ,新垣　明則,098-864-2134,（公社）全国宅地建物取引業保証協会,"50,000千円",不動産管理業,不動産賃貸業,,,ミルコマンション県庁前事務所,従,9/29/2017,"〒900-0012
沖縄県那覇市松尾１丁目１９番２０号　ミルコマンション県庁前１０２号",098-987-6007
152114,387,沖縄県,(06)第003093号,株式会社　ミルコ,新垣　明則,ミルコマンション県庁前事務所,沖縄県那覇市松尾１丁目１９番２０号　ミルコマンション県庁前１０２,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47003093,沖縄県知事免許　(05)第003093号,法人,H28年06月29日からR03年06月28日まで,H08年06月28日,株式会社ミルコ,新垣　明則,098-864-2134,（公社）全国宅地建物取引業保証協会,"50,000千円",不動産管理業,不動産賃貸業,,,ミルコマンション県庁前事務所,従,9/29/2017,"〒900-0012
沖縄県那覇市松尾１丁目１９番２０号　ミルコマンション県庁前１０２号",098-987-6007
152115,388,沖縄県,(06)第003095号,株式会社　沖拓建設,嶺井　政則,本店,沖縄県那覇市首里石嶺町四丁目５１番地２、２階,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47003095,沖縄県知事免許　(05)第003095号,法人,H28年07月16日からR03年07月15日まで,H08年07月15日,株式会社沖拓建設,嶺井　政則,098-917-2656,（公社）全国宅地建物取引業保証協会,"10,000千円",建設業,,,,本店,主,7/15/1996,"〒903-0804
沖縄県那覇市首里石嶺町四丁目５１番地２、２階",098-917-2656
152116,389,沖縄県,(06)第003099号,有限会社　うふにし開発,渡嘉敷　唯一,本店,沖縄県中頭郡読谷村字波平８４５番地５　１階,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47003099,沖縄県知事免許　(05)第003099号,法人,H28年08月01日からR03年07月31日まで,H08年07月31日,有限会社うふにし開発,渡嘉敷　唯一,098-958-6880,（公社）全国宅地建物取引業保証協会,"5,000千円",不動産賃貸業,不動産管理業,建設業,,本店,主,7/31/1996,"〒904-0322
沖縄県中頭郡読谷村字波平８４５番地５　１階",098-958-6880
152117,390,沖縄県,(06)第003101号,株式会社　浜里不動産,浜里　文章,本店,沖縄県宜野湾市我如古二丁目１１番１号　丸良ビル１Ｆ,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47003101,沖縄県知事免許　(05)第003101号,法人,H28年08月01日からR03年07月31日まで,H08年07月31日,株式会社浜里不動産,浜里　文章,098-897-6451,（公社）全国宅地建物取引業保証協会,"10,000千円",不動産賃貸業,不動産管理業,建設業,,西原支店,従,6/20/1997,"〒903-0125
沖縄県中頭郡西原町字上原６３番地１号　ウイングスヒル上原１階",098-835-8255
152118,391,沖縄県,(06)第003101号,株式会社　浜里不動産,浜里　文章,西原支店,沖縄県中頭郡西原町字上原６３番地１号　ウイングスヒル上原１階,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47003101,沖縄県知事免許　(05)第003101号,法人,H28年08月01日からR03年07月31日まで,H08年07月31日,株式会社浜里不動産,浜里　文章,098-897-6451,（公社）全国宅地建物取引業保証協会,"10,000千円",不動産賃貸業,不動産管理業,建設業,,西原支店,従,6/20/1997,"〒903-0125
沖縄県中頭郡西原町字上原６３番地１号　ウイングスヒル上原１階",098-835-8255
152119,392,沖縄県,(06)第003102号,アートハウジング,玉那覇　則子,本店,沖縄県那覇市高良３－８－１８　アートハウスⅡ１階,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47003102,沖縄県知事免許　(06)第003102号,個人,R03年08月08日からR08年08月07日まで,H08年08月07日,アートハウジング,玉那覇　則子,098-851-7258,（公社）全国宅地建物取引業保証協会,0千円,不動産管理業,,,,本店,主,8/7/1996,"〒901-0145
沖縄県那覇市高良３－８－１８　アートハウスⅡ１階",098-851-7258
152120,393,沖縄県,(06)第003105号,有限会社　島不動産,平田　勉,本店,沖縄県那覇市松川三丁目１７番１号　島アパートＢ棟１Ｆ,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47003105,沖縄県知事免許　(05)第003105号,法人,H28年09月11日からR03年09月10日まで,H08年09月10日,有限会社島不動産,平田　勉,098-886-8604,（公社）全国宅地建物取引業保証協会,"3,300千円",不動産管理業,,,,本店,主,9/10/1996,"〒902-0062
沖縄県那覇市松川三丁目１７番１号　島アパートＢ棟１Ｆ",098-886-8604
152121,394,沖縄県,(06)第003112号,株式会社　レキオス,宜保　文雄,本店,沖縄県那覇市おもろまち四丁目１９番１６号,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47003112,沖縄県知事免許　(05)第003112号,法人,H28年10月08日からR03年10月07日まで,H08年10月07日,株式会社レキオス,宜保　文雄,098-941-3355,（公社）全国宅地建物取引業保証協会,"142,480千円",金融･保険業,不動産賃貸業,サービス業,,宜野湾店,従,7/4/2018,"〒901-2213
沖縄県宜野湾市志真志四丁目３０番６号",098-941-3168
152122,395,沖縄県,(06)第003112号,株式会社　レキオス,宜保　文雄,宜野湾営業所,沖縄県宜野湾市志真志四丁目３０番６号　レキオス宜野湾支店,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47003112,沖縄県知事免許　(05)第003112号,法人,H28年10月08日からR03年10月07日まで,H08年10月07日,株式会社レキオス,宜保　文雄,098-941-3355,（公社）全国宅地建物取引業保証協会,"142,480千円",金融･保険業,不動産賃貸業,サービス業,,宜野湾店,従,7/4/2018,"〒901-2213
沖縄県宜野湾市志真志四丁目３０番６号",098-941-3168
152123,396,沖縄県,(06)第003115号,株式会社　沖興建,島袋　伸男,本店,沖縄県宜野湾市字宇地泊２１３番地,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47003115,沖縄県知事免許　(05)第003115号,法人,H28年10月08日からR03年10月07日まで,H08年10月07日,株式会社沖興建,島袋　伸男,098-890-5589,（公社）全国宅地建物取引業保証協会,"10,000千円",建設業,不動産管理業,,,本店,主,10/7/1996,"〒901-2227
沖縄県宜野湾市字宇地泊２１３番地",098-890-5589
152124,397,沖縄県,(06)第003116号,有限会社　三朋商事,迎里　光男,本店,沖縄県石垣市字真栄里５４７番地の６,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47003116,沖縄県知事免許　(05)第003116号,法人,H28年10月15日からR03年10月14日まで,H08年10月14日,有限会社三朋商事,迎里　光男,0980-83-7220,（公社）全国宅地建物取引業保証協会,"5,000千円",不動産管理業,その他,,,本店,主,10/14/1996,"〒907-0002
沖縄県石垣市字真栄里５４７番地の６",0980-83-7220
152125,398,沖縄県,(06)第003119号,有限会社　菊不動産,仲地　德男,本店,沖縄県うるま市石川東恩納６５２番地の５（福徳ビル４階）,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47003119,沖縄県知事免許　(05)第003119号,法人,H28年10月26日からR03年10月25日まで,H08年10月25日,有限会社菊不動産,仲地　德男,098-965-6088,（公社）全国宅地建物取引業保証協会,"6,000千円",不動産賃貸業,不動産管理業,,,本店,主,10/25/1996,"〒904-1111
沖縄県うるま市石川東恩納６５２番地の５（福徳ビル４階）",098-965-6088
152126,399,沖縄県,(06)第003121号,ピィジーアイ企画設計　株式会社,松原　護,本店,沖縄県那覇市首里末吉町四丁目２番地１　新明産業ビル３０１,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47003121,沖縄県知事免許　(05)第003121号,法人,H28年10月30日からR03年10月29日まで,H08年10月29日,ピィジーアイ企画設計株式会社,松原　護,098-884-7788,（公社）全国宅地建物取引業保証協会,"3,000千円",建設業,,,,本店,主,10/29/1996,"〒903-0801
沖縄県那覇市首里末吉町四丁目２番地１　新明産業ビル３０１",098-884-7788
152127,400,沖縄県,(06)第003122号,拓陽住宅,後濵　一晴,本店,沖縄県南城市大里字高平１３１－３６,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47003122,沖縄県知事免許　(05)第003122号,個人,H28年11月06日からR03年11月05日まで,H08年11月05日,拓陽住宅,後濵　一晴,098-943-1985,（公社）全国宅地建物取引業保証協会,0千円,不動産賃貸業,不動産管理業,,,本店,主,11/5/1996,"〒901-1205
沖縄県南城市大里字高平１３１－３６",098-943-1985
152128,401,沖縄県,(06)第003125号,有限会社　豊源住宅,豊里　高,本店,沖縄県那覇市川二丁目１５番３号,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47003125,沖縄県知事免許　(05)第003125号,法人,H28年11月27日からR03年11月26日まで,H08年11月26日,有限会社豊源住宅,豊里　高,098-836-7733,（公社）全国宅地建物取引業保証協会,"3,000千円",不動産管理業,,,,本店,主,11/26/1996,"〒900-0022
沖縄県那覇市川二丁目１５番３号",098-836-7733
152129,401,沖縄県,(06)第003125号,有限会社　豊源住宅,豊里　高,本店,沖縄県那覇市川二丁目１５番３号,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47003125,沖縄県知事免許　(05)第003125号,法人,H28年11月27日からR03年11月26日まで,H08年11月26日,有限会社豊源住宅,豊里　高,098-836-7733,（公社）全国宅地建物取引業保証協会,"3,000千円",不動産管理業,,,,本店,主,11/26/1996,"〒900-0022
沖縄県那覇市川二丁目１５番３号",098-836-7733
152130,402,沖縄県,(06)第003130号,有限会社　さくら不動産,呉屋　恒雄,本店,沖縄県沖縄市高原六丁目１５番６号　２０２号室,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47003130,沖縄県知事免許　(05)第003130号,法人,H28年12月07日からR03年12月06日まで,H08年12月06日,有限会社さくら不動産,呉屋　恒雄,098-983-8739,（公社）全国宅地建物取引業保証協会,"3,000千円",不動産賃貸業,不動産管理業,,,本店,主,12/6/1996,"〒904-2171
沖縄県沖縄市高原六丁目１５番６号　２０２号室",098-983-8739
152131,403,沖縄県,(06)第003132号,有限会社　日研住宅,多和田　勝,本店,沖縄県宜野湾市宜野湾三丁目３番１０号　ロータス宜野湾２Ｆ,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47003132,沖縄県知事免許　(05)第003132号,法人,H28年12月13日からR03年12月12日まで,H08年12月12日,有限会社日研住宅,多和田　勝,098-893-6027,（公社）全国宅地建物取引業保証協会,"3,000千円",不動産管理業,,,,本店,主,12/12/1996,"〒901-2211
沖縄県宜野湾市宜野湾三丁目３番１０号　１階",098-893-6027
152132,404,沖縄県,(06)第003135号,有限会社　徳里住建,徳里　直樹,本店,沖縄県中頭郡嘉手納町手納５２５番地６　１階,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47003135,沖縄県知事免許　(05)第003135号,法人,H29年01月15日からR04年01月14日まで,H09年01月14日,有限会社徳里住建,徳里　直樹,098-956-6333,（公社）全国宅地建物取引業保証協会,"4,000千円",不動産賃貸業,不動産管理業,,,本店,主,1/14/1997,"〒904-0203
沖縄県中頭郡嘉手納町手納５２５番地６　１階",098-956-6333
152133,405,沖縄県,(06)第003141号,トップ住宅情報センター,志屋　徹,本店,沖縄県沖縄市知花二丁目６番２号　１階,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47003141,沖縄県知事免許　(05)第003141号,個人,H29年01月21日からR04年01月20日まで,H09年01月20日,トップ住宅情報センター,志屋　徹,098-934-5211,（公社）全国宅地建物取引業保証協会,0千円,不動産管理業,,,,本店,主,1/20/1997,"〒904-2143
沖縄県沖縄市知花二丁目６番２号　１階",098-934-5211
152134,406,沖縄県,(06)第003149号,株式会社　共和ホーム,上原　直人,本店,沖縄県豊見城市字我那覇５０１番地１,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47003149,沖縄県知事免許　(05)第003149号,法人,H29年04月09日からR04年04月08日まで,H09年04月08日,株式会社共和ホーム,上原　直人,098-856-4933,（公社）全国宅地建物取引業保証協会,"30,000千円",不動産賃貸業,不動産管理業,,,本店,主,4/8/1997,"〒901-0231
沖縄県豊見城市字我那覇５０１番地１",098-856-4933
152135,407,沖縄県,(06)第003150号,有限会社　ヨナハ,與覇　政元,本店,沖縄県中頭郡北谷町字上勢頭８０９番地６,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47003150,沖縄県知事免許　(05)第003150号,法人,H29年04月29日からR04年04月28日まで,H09年04月28日,有限会社ヨナハ,與覇　政元,098-926-0022,（公社）全国宅地建物取引業保証協会,"10,000千円",不動産賃貸業,不動産管理業,,,本店,主,4/28/1997,"〒904-0101
沖縄県中頭郡北谷町字上勢頭８０９番地６",098-926-0022
152136,408,沖縄県,(06)第003151号,有限会社　アーバン・エステート,平安座　唯盛,本店,沖縄県宜野湾市真栄原二丁目２５番８号,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47003151,沖縄県知事免許　(05)第003151号,法人,H29年04月29日からR04年04月28日まで,H09年04月28日,有限会社アーバンエステート,平安座　唯盛,098-890-1776,（公社）全国宅地建物取引業保証協会,"3,000千円",金融･保険業,その他,,,本店,主,4/28/1997,"〒901-2215
沖縄県宜野湾市真栄原二丁目２５番８号",098-890-1776
152137,409,沖縄県,(06)第003152号,株式会社　フクチプランニング,福地　一仁,本店,沖縄県中頭郡嘉手納町字水１１２番地,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47003152,沖縄県知事免許　(05)第003152号,法人,H29年04月29日からR04年04月28日まで,H09年04月28日,株式会社フクチプランニング,福地　裕吉,098-957-3482,（公社）全国宅地建物取引業保証協会,"98,000千円",不動産賃貸業,不動産管理業,,,本店,主,4/28/1997,"〒904-0204
沖縄県中頭郡嘉手納町字水１１２番地",098-957-3482
152138,410,沖縄県,(06)第003157号,有限会社　ワイドハウジング,大嶺　利幸,本店,沖縄県那覇市寄宮一丁目３４番９号,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47003157,沖縄県知事免許　(05)第003157号,法人,H29年05月28日からR04年05月27日まで,H09年05月27日,有限会社ワイドハウジング,大嶺　利幸,098-835-2040,（公社）全国宅地建物取引業保証協会,"5,000千円",不動産賃貸業,不動産管理業,,,本店,主,5/27/1997,"〒902-0064
沖縄県那覇市寄宮一丁目３４番９号",098-835-2040
152139,411,沖縄県,(06)第003173号,有限会社　プレンティホーム,手登根　寧,本店,沖縄県浦添市屋富祖一丁目９番１１－１０１号,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47003173,沖縄県知事免許　(05)第003173号,法人,H29年07月09日からR04年07月08日まで,H09年07月08日,有限会社プレンティホーム,手登根　寧,098-875-7677,（公社）全国宅地建物取引業保証協会,"5,000千円",金融･保険業,不動産賃貸業,不動産管理業,,本店,主,7/8/1997,"〒901-2127
沖縄県浦添市屋富祖一丁目９番１１－１０１号",098-875-7677
